0,001	0	100	8,81e-11	4,81008e-16	0,09
0,001	0	100	1e-10	5,12428e-16	0,099
0,001	0	100	1e-09	4,36311e-16	0,082
0,001	0	1000	8,81e-11	1,98559e-16	0,283
0,001	0	1000	1e-10	2,10224e-16	0,854
0,001	0	1000	1e-09	2,20631e-16	0,215
0,001	0	10000	8,81e-11	3,4596e-16	0,118
0,001	0	10000	1e-10	3,56489e-16	0,116
0,001	0	10000	1e-09	3,48129e-16	0,131
0,001	1000	100	8,81e-11	4,65543e-16	0,111
0,001	1000	100	1e-10	4,62808e-16	0,125
0,001	1000	100	1e-09	4,33455e-16	0,138
0,001	1000	1000	8,81e-11	2,42412e-16	0,125
0,001	1000	1000	1e-10	2,59279e-16	0,174
0,001	1000	1000	1e-09	2,5302e-16	0,362
0,001	1000	10000	8,81e-11	3,5109e-16	0,086
0,001	1000	10000	1e-10	3,64947e-16	0,084
0,001	1000	10000	1e-09	3,61373e-16	0,105
0,001	1e+06	100	8,81e-11	4,21155e-15	0,285
0,001	1e+06	100	1e-10	4,21155e-15	0,28
0,001	1e+06	100	1e-09	3,99293e-15	0,265
0,001	1e+06	1000	8,81e-11	4,82623e-16	0,112
0,001	1e+06	1000	1e-10	4,82623e-16	0,12
0,001	1e+06	1000	1e-09	4,82623e-16	0,123
0,001	1e+06	10000	8,81e-11	3,90082e-16	0,089
0,001	1e+06	10000	1e-10	3,90082e-16	0,097
0,001	1e+06	10000	1e-09	3,90082e-16	0,102
1	0	100	8,81e-11	2,72764e-16	0,06
1	0	100	1e-10	2,64985e-16	0,065
1	0	100	1e-09	8,36017e-16	0,061
1	0	1000	8,81e-11	3,40648e-16	0,076
1	0	1000	1e-10	2,70089e-16	0,065
1	0	1000	1e-09	3,00467e-16	0,071
1	0	10000	8,81e-11	3,0315e-16	0,075
1	0	10000	1e-10	3,03422e-16	0,077
1	0	10000	1e-09	3,0322e-16	0,065
1	1000	100	8,81e-11	4,60271e-15	0,278
1	1000	100	1e-10	3,74904e-15	0,272
1	1000	100	1e-09	4,23596e-15	0,273
1	1000	1000	8,81e-11	5,12907e-16	0,111
1	1000	1000	1e-10	5,32339e-16	0,109
1	1000	1000	1e-09	5,53009e-16	0,106
